group,Locus,id,n_v,span_bp,density_per_mb
Bird,TRA,YellowThroated_Sandgrouse/bPteGut1_pri,33,323117,102.13018813618596
Bird,TRB,YellowThroated_Sandgrouse/bPteGut1_pri,3,58439,51.33558069097692
Bird,TRG,YellowThroated_Sandgrouse/bPteGut1_pri,4,7217,554.2469170015241
Bird,IGH,Little_Owl/bAthNoc1_pri,35,20726,1688.7001833445913
Bird,IGL,Little_Owl/bAthNoc1_pri,32,42632,750.6098705197973
Bird,TRA,Little_Owl/bAthNoc1_pri,54,678054,79.63967471617305
Bird,TRB,Little_Owl/bAthNoc1_pri,4,81495,49.08276581385361
Bird,TRG,Little_Owl/bAthNoc1_pri,5,11020,453.7205081669691
Bird,IGH,Spotted_Owl/bStriOcc1_alt,39,22030,1770.3132092600997
Bird,IGL,Spotted_Owl/bStriOcc1_alt,29,30993,935.6951569709289
Bird,TRA,Spotted_Owl/bStriOcc1_alt,49,675883,72.49775478892056
Bird,TRB,Spotted_Owl/bStriOcc1_alt,4,79017,50.62201804674943
Bird,TRG,Spotted_Owl/bStriOcc1_alt,5,9934,503.32192470304005
Bird,IGH,Spotted_Owl/bStriOcc1_pri,39,22030,1770.3132092600997
Bird,IGL,Spotted_Owl/bStriOcc1_pri,28,29648,944.4144630329196
Bird,TRA,Spotted_Owl/bStriOcc1_pri,50,683352,73.16873295168523
Bird,TRB,Spotted_Owl/bStriOcc1_pri,4,79017,50.62201804674943
Bird,TRG,Spotted_Owl/bStriOcc1_pri,5,9934,503.32192470304005
Bird,IGH,Tawny_Owl/bStrAlu1_alt,104,47104,2207.8804347826085
Bird,IGL,Tawny_Owl/bStrAlu1_alt,24,30191,794.9388890729025
Bird,TRA,Tawny_Owl/bStrAlu1_alt,67,893019,75.02639921435042
Bird,TRB,Tawny_Owl/bStrAlu1_alt,4,74797,53.478080671684694
Bird,TRG,Tawny_Owl/bStrAlu1_alt,5,9937,503.1699708161417
Bird,IGH,Tawny_Owl/bStrAlu1_pri,86,48790,1762.656282025005
Bird,IGL,Tawny_Owl/bStrAlu1_pri,25,32051,780.0068640604037
Bird,TRA,Tawny_Owl/bStrAlu1_pri,69,917886,75.17273386891183
Bird,TRB,Tawny_Owl/bStrAlu1_pri,4,74792,53.48165579206332
Bird,TRG,Tawny_Owl/bStrAlu1_pri,5,9942,502.91691812512573
Bird,IGH,BlueAndGold_Macaw/bAraAra1_alt,17,10375,1638.55421686747
Bird,IGL,BlueAndGold_Macaw/bAraAra1_alt,13,15889,818.1760966706527
Bird,TRA,BlueAndGold_Macaw/bAraAra1_alt,16,31685,504.9708063752565
Bird,TRB,BlueAndGold_Macaw/bAraAra1_alt,11,30258,363.5402207680613
Bird,IGH,BlueAndGold_Macaw/bAraAra1_pri,19,10291,1846.2734428141096
Bird,IGL,BlueAndGold_Macaw/bAraAra1_pri,14,17166,815.5656530350693
Bird,TRA,BlueAndGold_Macaw/bAraAra1_pri,22,42707,515.1380335776336
Bird,TRB,BlueAndGold_Macaw/bAraAra1_pri,13,34431,377.566727658215
Bird,IGH,Budgerigar/bMelUnd1_pri,24,12267,1956.4685742235265
Bird,IGL,Budgerigar/bMelUnd1_pri,20,23985,833.8544923910778
Bird,TRA,Budgerigar/bMelUnd1_pri,8,13885,576.1613251710479
Bird,TRB,Budgerigar/bMelUnd1_pri,8,14457,553.3651518295635
Bird,IGH,Golden_Parakeet/bGuaGua1_alt,17,8169,2081.0380707552945
Bird,IGL,Golden_Parakeet/bGuaGua1_alt,13,15065,862.92731496847
Bird,TRA,Golden_Parakeet/bGuaGua1_alt,11,21517,511.2236835990147
Bird,TRB,Golden_Parakeet/bGuaGua1_alt,9,23665,380.30847242763576
Bird,IGH,Golden_Parakeet/bGuaGua1_pri,15,8272,1813.3462282398452
Bird,IGL,Golden_Parakeet/bGuaGua1_pri,17,18700,909.090909090909
Bird,TRA,Golden_Parakeet/bGuaGua1_pri,12,22950,522.875816993464
Bird,TRB,Golden_Parakeet/bGuaGua1_pri,9,23668,380.2602670272097
Bird,IGH,Kakapo/bStrHab1_pri,49,195352,250.8292722879725
Bird,IGL,Kakapo/bStrHab1_pri,19,22576,841.6017009213324
Bird,TRA,Kakapo/bStrHab1_pri,8,21845,366.21652552071413
Bird,TRB,Kakapo/bStrHab1_pri,4,12050,331.9502074688797
Bird,IGH,Mauritius_Parakeet/bPsiEch3_alt,25,16522,1513.134003147319
Bird,IGL,Mauritius_Parakeet/bPsiEch3_alt,9,11393,789.9587465987887
Bird,TRA,Mauritius_Parakeet/bPsiEch3_alt,8,16908,473.14880529926666
Bird,IGH,Mauritius_Parakeet/bPsiEch3_pri,23,16216,1418.3522446965958
Bird,IGL,Mauritius_Parakeet/bPsiEch3_pri,13,15603,833.1731077356918
Bird,TRA,Mauritius_Parakeet/bPsiEch3_pri,12,24477,490.2561588429955
Bird,TRB,Mauritius_Parakeet/bPsiEch3_pri,6,16488,363.901018922853
Bird,IGL,Swift_Parrot/bLatDis1_alt,12,16245,738.6888273314867
Bird,TRA,Swift_Parrot/bLatDis1_alt,10,20071,498.2312789596931
Bird,TRB,Swift_Parrot/bLatDis1_alt,7,17078,409.88406136549946
Bird,TRG,Swift_Parrot/bLatDis1_alt,2,3711,538.9382915656157
Bird,IGH,Swift_Parrot/bLatDis1_pri,14,7586,1845.5048774057475
Bird,IGL,Swift_Parrot/bLatDis1_pri,13,15654,830.4586687108725
Bird,TRA,Swift_Parrot/bLatDis1_pri,27,54619,494.3334736996283
Bird,TRB,Swift_Parrot/bLatDis1_pri,8,18304,437.06293706293707
Bird,TRG,Swift_Parrot/bLatDis1_pri,2,3711,538.9382915656157
Bird,IGH,YellowCrowned_Amazon/bAmaOch1_alt,39,17138,2275.644766017038
Bird,IGL,YellowCrowned_Amazon/bAmaOch1_alt,17,22557,753.6463182160749
Bird,TRA,YellowCrowned_Amazon/bAmaOch1_alt,12,23799,504.22286650699607
Bird,TRB,YellowCrowned_Amazon/bAmaOch1_alt,14,48856,286.5564106762732
Bird,TRG,YellowCrowned_Amazon/bAmaOch1_alt,2,3730,536.1930294906166
Bird,IGH,YellowCrowned_Amazon/bAmaOch1_pri,21,9894,2122.4984839296544
Bird,IGL,YellowCrowned_Amazon/bAmaOch1_pri,14,19064,734.3684431389005
Bird,TRA,YellowCrowned_Amazon/bAmaOch1_pri,10,20028,499.3009786299181
Bird,TRB,YellowCrowned_Amazon/bAmaOch1_pri,14,45237,309.4811769127042
Bird,TRG,YellowCrowned_Amazon/bAmaOch1_pri,2,3708,539.3743257820928
Bird,IGH,BlackHeaded_Gull/bChrRid1_alt,205,83112,2466.551159880643
Bird,IGL,BlackHeaded_Gull/bChrRid1_alt,24,26058,921.0223347916186
Bird,TRA,BlackHeaded_Gull/bChrRid1_alt,87,776232,112.07989364004575
Bird,TRB,BlackHeaded_Gull/bChrRid1_alt,31,163435,189.6778535809343
Bird,TRG,BlackHeaded_Gull/bChrRid1_alt,80,112089,713.7185629276736
Bird,IGH,BlackHeaded_Gull/bChrRid1_pri,165,65607,2514.9755361470575
Bird,IGL,BlackHeaded_Gull/bChrRid1_pri,24,26056,921.09303039607
Bird,TRA,BlackHeaded_Gull/bChrRid1_pri,109,1040674,104.73981285205548
Bird,TRB,BlackHeaded_Gull/bChrRid1_pri,24,132940,180.53257108469987
Bird,TRG,BlackHeaded_Gull/bChrRid1_pri,142,189097,750.9373496142192
Bird,IGH,BlackLegged_Kittiwake/bRisTri1_alt,77,35530,2167.1826625387
Bird,IGL,BlackLegged_Kittiwake/bRisTri1_alt,25,27715,902.0386072523904
Bird,TRA,BlackLegged_Kittiwake/bRisTri1_alt,73,695065,105.02614863358103
Bird,TRB,BlackLegged_Kittiwake/bRisTri1_alt,40,238599,167.64529608254853
Bird,TRG,BlackLegged_Kittiwake/bRisTri1_alt,13,24218,536.7908167478735
Bird,IGH,BlackLegged_Kittiwake/bRisTri1_pri,75,32035,2341.1893241766816
Bird,IGL,BlackLegged_Kittiwake/bRisTri1_pri,29,31691,915.0863021046986
Bird,TRA,BlackLegged_Kittiwake/bRisTri1_pri,72,696728,103.34018440481795
Bird,TRB,BlackLegged_Kittiwake/bRisTri1_pri,39,231671,168.34217489457032
Bird,TRG,BlackLegged_Kittiwake/bRisTri1_pri,13,24168,537.9013571665012
Bird,IGH,Common_Tern/bSteHir1_alt,265,139103,1905.0631546408056
Bird,IGL,Common_Tern/bSteHir1_alt,31,34076,909.7311891067026
Bird,TRA,Common_Tern/bSteHir1_alt,39,333401,116.97625382047444
Bird,TRB,Common_Tern/bSteHir1_alt,28,189110,148.06197451218867
Bird,TRG,Common_Tern/bSteHir1_alt,29,94912,305.54619015509104
Bird,IGH,Common_Tern/bSteHir1_pri,205,101383,2022.035252458499
Bird,IGL,Common_Tern/bSteHir1_pri,37,43022,860.0251034354517
Bird,TRA,Common_Tern/bSteHir1_pri,52,461886,112.58189250161294
Bird,TRB,Common_Tern/bSteHir1_pri,39,230325,169.3259524584826
Bird,TRG,Common_Tern/bSteHir1_pri,36,116466,309.1030858791407
Bird,IGH,Eurasian_Curlew/bNumArq3_pri,214,94347,2268.2226249907258
Bird,IGL,Eurasian_Curlew/bNumArq3_pri,18,16867,1067.1725855220252
Bird,TRA,Eurasian_Curlew/bNumArq3_pri,91,923132,98.57745154539113
Bird,TRB,Eurasian_Curlew/bNumArq3_pri,24,129531,185.28383166963891
Bird,TRG,Eurasian_Curlew/bNumArq3_pri,5,17099,292.4147610971402
Bird,IGH,European_Golden_Plover/bPluApr1_alt,84,32995,2545.840278830126
Bird,IGL,European_Golden_Plover/bPluApr1_alt,43,41591,1033.8775215791877
Bird,TRA,European_Golden_Plover/bPluApr1_alt,20,236158,84.68906410115261
Bird,TRB,European_Golden_Plover/bPluApr1_alt,9,144934,62.09723046352132
Bird,TRG,European_Golden_Plover/bPluApr1_alt,9,30391,296.140304695469
Bird,IGH,European_Golden_Plover/bPluApr1_pri,104,40844,2546.2736264812456
Bird,IGL,European_Golden_Plover/bPluApr1_pri,57,56334,1011.8223452976888
Bird,TRA,European_Golden_Plover/bPluApr1_pri,20,235354,84.97837300407046
Bird,TRB,European_Golden_Plover/bPluApr1_pri,11,163254,67.37966604187339
Bird,TRG,European_Golden_Plover/bPluApr1_pri,9,30629,293.8391720265108
Bird,IGH,Herring_Gull/bLarArg3_pri,222,89181,2489.3194738789653
Bird,IGL,Herring_Gull/bLarArg3_pri,28,30741,910.835691747178
Bird,TRA,Herring_Gull/bLarArg3_pri,83,841626,98.61862632570762
Bird,TRB,Herring_Gull/bLarArg3_pri,53,302231,175.36255380817983
Bird,TRG,Herring_Gull/bLarArg3_pri,19,41254,460.5614001066563
Bird,IGH,Lesser_BlackBacked_Gull/bLarFus1_alt,161,109141,1475.1559908741901
Bird,IGL,Lesser_BlackBacked_Gull/bLarFus1_alt,46,53437,860.8267679697589
Bird,TRA,Lesser_BlackBacked_Gull/bLarFus1_alt,62,569051,108.95332755763543
Bird,TRB,Lesser_BlackBacked_Gull/bLarFus1_alt,44,254832,172.66277390594587
Bird,TRG,Lesser_BlackBacked_Gull/bLarFus1_alt,17,38739,438.83424972250185
Bird,IGH,Lesser_BlackBacked_Gull/bLarFus1_pri,94,65909,1426.2088637363638
Bird,IGL,Lesser_BlackBacked_Gull/bLarFus1_pri,45,50791,885.983737276289
Bird,TRA,Lesser_BlackBacked_Gull/bLarFus1_pri,89,828860,107.37639649639263
Bird,TRB,Lesser_BlackBacked_Gull/bLarFus1_pri,41,254083,161.36459345961754
Bird,TRG,Lesser_BlackBacked_Gull/bLarFus1_pri,24,56923,421.6221913813397
Bird,IGH,Northern_Lapwing/bVanVan1_pri,22,13910,1581.5959741193385
Bird,IGL,Northern_Lapwing/bVanVan1_pri,25,28336,882.2699040090345
Bird,TRA,Northern_Lapwing/bVanVan1_pri,61,778126,78.39347355055608
Bird,TRB,Northern_Lapwing/bVanVan1_pri,15,185748,80.75457070870212
Bird,TRG,Northern_Lapwing/bVanVan1_pri,5,14446,346.11657206147026
Bird,IGL,Razorbill/bAlcTor1_alt,18,19216,936.7194004995837
Bird,TRA,Razorbill/bAlcTor1_alt,11,102013,107.82939429288423
Bird,TRB,Razorbill/bAlcTor1_alt,23,134330,171.22012953175016
Bird,TRG,Razorbill/bAlcTor1_alt,29,54290,534.1683551298582
Bird,IGH,Razorbill/bAlcTor1_pri,82,36488,2247.314185485639
Bird,IGL,Razorbill/bAlcTor1_pri,18,19214,936.8169043405851
Bird,TRA,Razorbill/bAlcTor1_pri,52,762950,68.15649780457434
Bird,TRB,Razorbill/bAlcTor1_pri,32,182765,175.08822805241704
Bird,TRG,Razorbill/bAlcTor1_pri,3,3196,938.6733416770963
Bird,IGH,Snowy_Plover/bChaNiv1_alt,52,27982,1858.3375026802944
Bird,IGL,Snowy_Plover/bChaNiv1_alt,41,42157,972.5549730768319
Bird,TRA,Snowy_Plover/bChaNiv1_alt,51,723152,70.52459234019958
Bird,TRB,Snowy_Plover/bChaNiv1_alt,14,143967,97.24450742183971
Bird,TRG,Snowy_Plover/bChaNiv1_alt,22,184338,119.34598400763814
Bird,IGH,Snowy_Plover/bChaNiv1_pri,35,18863,1855.4842813974446
Bird,IGL,Snowy_Plover/bChaNiv1_pri,41,42597,962.5090968847571
Bird,TRA,Snowy_Plover/bChaNiv1_pri,60,849874,70.59870051325255
Bird,TRB,Snowy_Plover/bChaNiv1_pri,13,149677,86.85369161594633
Bird,TRG,Snowy_Plover/bChaNiv1_pri,45,327523,137.39493104301073
Bird,IGH,YellowLegged_Gull/bLarMic1_alt,284,122632,2315.8718768347576
Bird,IGL,YellowLegged_Gull/bLarMic1_alt,26,28568,910.1092131055727
Bird,TRA,YellowLegged_Gull/bLarMic1_alt,29,262018,110.67941897121572
Bird,TRB,YellowLegged_Gull/bLarMic1_alt,36,218211,164.9779342013006
Bird,TRG,YellowLegged_Gull/bLarMic1_alt,39,105898,368.2789098944267
Bird,IGH,YellowLegged_Gull/bLarMic1_pri,159,67892,2341.9548694986156
Bird,IGL,YellowLegged_Gull/bLarMic1_pri,34,41052,828.2178700185132
Bird,TRA,YellowLegged_Gull/bLarMic1_pri,89,849663,104.74741162084263
Bird,TRB,YellowLegged_Gull/bLarMic1_pri,61,381100,160.0629755969562
Bird,TRG,YellowLegged_Gull/bLarMic1_pri,30,86769,345.7456003872351
Bird,IGL,Barn_Swallow/bHirRus1_alt,23,20942,1098.2714162926177
Bird,TRA,Barn_Swallow/bHirRus1_alt,14,62503,223.98924851607123
Bird,TRB,Barn_Swallow/bHirRus1_alt,6,53515,112.11809772960852
Bird,TRG,Barn_Swallow/bHirRus1_alt,2,11265,177.5410563692854
Bird,IGL,Barn_Swallow/bHirRus1_pri,23,20944,1098.1665393430098
Bird,TRA,Barn_Swallow/bHirRus1_pri,22,81595,269.6243642380048
Bird,TRB,Barn_Swallow/bHirRus1_pri,21,99976,210.05041209890373
Bird,TRG,Barn_Swallow/bHirRus1_pri,2,11276,177.36786094359704
Bird,IGH,Bells_Sparrow/bArtBel1_alt,70,26907,2601.553499089456
Bird,IGL,Bells_Sparrow/bArtBel1_alt,7,6071,1153.0225662987975
Bird,TRA,Bells_Sparrow/bArtBel1_alt,34,75097,452.7477795384636
Bird,TRB,Bells_Sparrow/bArtBel1_alt,15,92367,162.39566078794374
Bird,TRG,Bells_Sparrow/bArtBel1_alt,2,10304,194.09937888198758
Bird,IGH,Bells_Sparrow/bArtBel1_pri,111,41991,2643.4235907694506
Bird,IGL,Bells_Sparrow/bArtBel1_pri,21,19930,1053.6879076768691
Bird,TRA,Bells_Sparrow/bArtBel1_pri,20,49422,404.67807858848283
Bird,TRB,Bells_Sparrow/bArtBel1_pri,9,64754,138.98755289248538
Bird,TRG,Bells_Sparrow/bArtBel1_pri,2,10292,194.32568985619898
Bird,IGH,Bengalese_Finch/bLonStr1_alt,59,33739,1748.718100714307
Bird,IGL,Bengalese_Finch/bLonStr1_alt,23,20803,1105.609767821949
Bird,TRA,Bengalese_Finch/bLonStr1_alt,49,148271,330.47595281612723
Bird,TRB,Bengalese_Finch/bLonStr1_alt,15,78608,190.82027274577652
Bird,TRG,Bengalese_Finch/bLonStr1_alt,2,4114,486.14487117160917
Bird,IGH,Bengalese_Finch/bLonStr1_pri,94,44678,2103.943775459958
Bird,IGL,Bengalese_Finch/bLonStr1_pri,21,19979,1051.103658841784
Bird,TRA,Bengalese_Finch/bLonStr1_pri,26,80121,324.5091798654535
Bird,TRB,Bengalese_Finch/bLonStr1_pri,15,78608,190.82027274577652
Bird,TRG,Bengalese_Finch/bLonStr1_pri,2,4124,484.96605237633366
Bird,IGH,BlackCapped_Chickadee/bPoeAtr1_alt,201,88443,2272.650181472813
Bird,IGL,BlackCapped_Chickadee/bPoeAtr1_alt,17,18869,900.9486459271822
Bird,TRA,BlackCapped_Chickadee/bPoeAtr1_alt,23,88194,260.78871578565435
Bird,TRB,BlackCapped_Chickadee/bPoeAtr1_alt,7,59782,117.09210130139506
Bird,TRG,BlackCapped_Chickadee/bPoeAtr1_alt,2,3084,648.5084306095979
Bird,IGH,BlackCapped_Chickadee/bPoeAtr1_pri,169,72792,2321.68370150566
Bird,IGL,BlackCapped_Chickadee/bPoeAtr1_pri,18,18854,954.7045719741169
Bird,TRA,BlackCapped_Chickadee/bPoeAtr1_pri,27,93426,288.99877978292983
Bird,TRB,BlackCapped_Chickadee/bPoeAtr1_pri,7,72133,97.04296230574079
Bird,TRG,BlackCapped_Chickadee/bPoeAtr1_pri,2,3082,648.9292667099286
Bird,IGH,Blue_Jay/bCyaCrs1_alt,190,87972,2159.7781112172056
Bird,IGL,Blue_Jay/bCyaCrs1_alt,133,148659,894.6649715119837
Bird,TRA,Blue_Jay/bCyaCrs1_alt,43,163426,263.1160280493924
Bird,TRB,Blue_Jay/bCyaCrs1_alt,10,105400,94.87666034155599
Bird,TRG,Blue_Jay/bCyaCrs1_alt,2,11575,172.78617710583154
Bird,IGH,Blue_Jay/bCyaCrs1_pri,189,79255,2384.7075894265345
Bird,IGL,Blue_Jay/bCyaCrs1_pri,102,109381,932.5202731735859
Bird,TRA,Blue_Jay/bCyaCrs1_pri,40,155153,257.81003267742165
Bird,TRB,Blue_Jay/bCyaCrs1_pri,10,92143,108.52696352408756
Bird,TRG,Blue_Jay/bCyaCrs1_pri,2,11581,172.69665831966154
Bird,IGH,California_Scrub_Jay/bAphCal1_alt,97,41661,2328.316651064545
Bird,IGL,California_Scrub_Jay/bAphCal1_alt,58,74041,783.3497656703719
Bird,TRA,California_Scrub_Jay/bAphCal1_alt,36,142330,252.93332396543244
Bird,TRB,California_Scrub_Jay/bAphCal1_alt,12,94626,126.81504026377529
Bird,TRG,California_Scrub_Jay/bAphCal1_alt,2,11715,170.72129748186086
Bird,IGH,California_Scrub_Jay/bAphCal1_pri,107,45337,2360.103226944879
Bird,IGL,California_Scrub_Jay/bAphCal1_pri,126,147604,853.6354028346115
Bird,TRA,California_Scrub_Jay/bAphCal1_pri,32,129149,247.7758248224918
Bird,TRB,California_Scrub_Jay/bAphCal1_pri,10,87039,114.89102586196991
Bird,TRG,California_Scrub_Jay/bAphCal1_pri,2,11718,170.67759003242875
Bird,IGL,Chestnut_seedeater/bSpoCin1_alt,24,24466,980.9531594866345
Bird,TRA,Chestnut_seedeater/bSpoCin1_alt,16,36368,439.9472063352398
Bird,TRB,Chestnut_seedeater/bSpoCin1_alt,29,130938,221.4788678611251
Bird,TRG,Chestnut_seedeater/bSpoCin1_alt,3,10110,296.7359050445104
Bird,IGH,Chestnut_seedeater/bSpoCin2_alt,104,43746,2377.360215791158
Bird,IGL,Chestnut_seedeater/bSpoCin2_alt,24,24389,984.0501865595145
Bird,TRA,Chestnut_seedeater/bSpoCin2_alt,25,59208,422.24023780570195
Bird,TRB,Chestnut_seedeater/bSpoCin2_alt,17,90222,188.42410941898873
Bird,TRG,Chestnut_seedeater/bSpoCin2_alt,2,10210,195.8863858961802
Bird,IGH,Chestnut_seedeater/bSpoCin3_pri,222,91703,2420.8586414839206
Bird,IGL,Chestnut_seedeater/bSpoCin3_pri,25,26241,952.7075949849471
Bird,TRA,Chestnut_seedeater/bSpoCin3_pri,15,35291,425.03754498314015
Bird,TRB,Chestnut_seedeater/bSpoCin3_pri,25,117612,212.5633438764752
Bird,TRG,Chestnut_seedeater/bSpoCin3_pri,3,10104,296.91211401425176
Bird,IGH,Chestnut_seedeater/bSpoCin4_pri,456,194070,2349.6676456948526
Bird,IGL,Chestnut_seedeater/bSpoCin4_pri,24,24509,979.2321188134971
Bird,TRA,Chestnut_seedeater/bSpoCin4_pri,14,31170,449.1498235482836
Bird,TRB,Chestnut_seedeater/bSpoCin4_pri,43,187293,229.58679715739513
Bird,TRG,Chestnut_seedeater/bSpoCin4_pri,3,10135,296.0039467192896
Bird,IGH,Common_Chaffinch/bFriCoe1_alt,67,30033,2230.8793660306997
Bird,IGL,Common_Chaffinch/bFriCoe1_alt,24,20445,1173.881144534116
Bird,TRA,Common_Chaffinch/bFriCoe1_alt,31,99377,311.9434074282782
Bird,TRB,Common_Chaffinch/bFriCoe1_alt,28,224898,124.50088484557445
Bird,TRG,Common_Chaffinch/bFriCoe1_alt,3,9167,327.2608268790226
Bird,IGH,Common_Chaffinch/bFriCoe1_pri,18,12263,1467.8300578977412
Bird,IGL,Common_Chaffinch/bFriCoe1_pri,24,20455,1173.3072598386702
Bird,TRA,Common_Chaffinch/bFriCoe1_pri,25,83055,301.00535789537054
Bird,TRB,Common_Chaffinch/bFriCoe1_pri,22,163256,134.7576811878277
Bird,TRG,Common_Chaffinch/bFriCoe1_pri,2,9332,214.3163309044149
Bird,IGH,Common_Myna/bAcrTri1_alt,50,27220,1836.8846436443791
Bird,IGL,Common_Myna/bAcrTri1_alt,22,21331,1031.3628053068305
Bird,TRA,Common_Myna/bAcrTri1_alt,17,42168,403.14930753177765
Bird,TRB,Common_Myna/bAcrTri1_alt,17,117601,144.5565939065144
Bird,TRG,Common_Myna/bAcrTri1_alt,2,9585,208.65936358894106
Bird,IGH,Common_Myna/bAcrTri1_pri,161,74881,2150.0781239566777
Bird,IGL,Common_Myna/bAcrTri1_pri,24,21314,1126.0204560382847
Bird,TRA,Common_Myna/bAcrTri1_pri,73,228554,319.3993542007578
Bird,TRB,Common_Myna/bAcrTri1_pri,16,104674,152.85553241492633
Bird,TRG,Common_Myna/bAcrTri1_pri,2,9567,209.05194940942823
Bird,IGL,Common_Yellowthroat/bGeoTri1_alt,23,22266,1032.9650588340967
Bird,TRA,Common_Yellowthroat/bGeoTri1_alt,14,29341,477.1480181316247
Bird,TRB,Common_Yellowthroat/bGeoTri1_alt,21,104944,200.1067235859125
Bird,TRG,Common_Yellowthroat/bGeoTri1_alt,3,10226,293.36984158028554
Bird,IGH,Common_Yellowthroat/bGeoTri1_pri,65,25666,2532.5333125535726
Bird,IGL,Common_Yellowthroat/bGeoTri1_pri,23,22268,1032.8722830968206
Bird,TRA,Common_Yellowthroat/bGeoTri1_pri,34,78442,433.4412687080901
Bird,TRB,Common_Yellowthroat/bGeoTri1_pri,12,76071,157.74736759080332
Bird,TRG,Common_Yellowthroat/bGeoTri1_pri,3,10218,293.5995302407516
Bird,IGH,Common_cactus_finch/Scandens_alt,165,76737,2150.201337034286
Bird,IGL,Common_cactus_finch/Scandens_alt,19,17646,1076.7312705428994
Bird,TRA,Common_cactus_finch/Scandens_alt,38,87839,432.6096608567948
Bird,TRB,Common_cactus_finch/Scandens_alt,13,80720,161.05054509415262
Bird,TRG,Common_cactus_finch/Scandens_alt,3,10146,295.6830277942046
Bird,IGH,Common_cactus_finch/Scandens_pri,164,76737,2137.169813779533
Bird,IGL,Common_cactus_finch/Scandens_pri,19,17645,1076.7922924341171
Bird,TRA,Common_cactus_finch/Scandens_pri,24,54348,441.598586884522
Bird,TRB,Common_cactus_finch/Scandens_pri,19,100618,188.833011985927
Bird,TRG,Common_cactus_finch/Scandens_pri,3,10168,295.0432730133753
Bird,IGL,Dark_throated_seedeater/bSpoRuf1_alt,23,22516,1021.4958251909752
Bird,TRA,Dark_throated_seedeater/bSpoRuf1_alt,17,39235,433.2866063463744
Bird,TRB,Dark_throated_seedeater/bSpoRuf1_alt,17,76527,222.14381852156757
Bird,TRG,Dark_throated_seedeater/bSpoRuf1_alt,3,10121,296.41339788558446
Bird,IGL,Dark_throated_seedeater/bSpoRuf2_alt,24,24405,983.4050399508297
Bird,TRA,Dark_throated_seedeater/bSpoRuf2_alt,23,55738,412.64487423301875
Bird,TRB,Dark_throated_seedeater/bSpoRuf2_alt,27,126069,214.16843157318613
Bird,TRG,Dark_throated_seedeater/bSpoRuf2_alt,3,10106,296.8533544429052
Bird,IGH,Dark_throated_seedeater/bSpoRuf3_pri,146,63748,2290.2679299742736
Bird,IGL,Dark_throated_seedeater/bSpoRuf3_pri,24,24563,977.079346985303
Bird,TRA,Dark_throated_seedeater/bSpoRuf3_pri,31,78562,394.5928056821364
Bird,TRB,Dark_throated_seedeater/bSpoRuf3_pri,19,96107,197.69631764595712
Bird,TRG,Dark_throated_seedeater/bSpoRuf3_pri,2,10150,197.04433497536948
Bird,IGH,Dark_throated_seedeater/bSpoRuf4_pri,141,58356,2416.2039893070123
Bird,IGL,Dark_throated_seedeater/bSpoRuf4_pri,29,29780,973.8079247817327
Bird,TRA,Dark_throated_seedeater/bSpoRuf4_pri,15,36423,411.82769129396263
Bird,TRB,Dark_throated_seedeater/bSpoRuf4_pri,19,96843,196.1938395134393
Bird,TRG,Dark_throated_seedeater/bSpoRuf4_pri,3,10217,293.6282666144661
Bird,IGH,Eastern_BlackEared_Wheatear/bOenMel1_pri,197,104589,1883.5632810333782
Bird,IGL,Eastern_BlackEared_Wheatear/bOenMel1_pri,34,28559,1190.517875275745
Bird,TRA,Eastern_BlackEared_Wheatear/bOenMel1_pri,76,225169,337.5242595561556
Bird,TRB,Eastern_BlackEared_Wheatear/bOenMel1_pri,11,67852,162.1175499616813
Bird,IGL,European_Blackcap/bSylAtr1_alt,32,29930,1069.1613765452723
Bird,TRA,European_Blackcap/bSylAtr1_alt,28,88664,315.798971397636
Bird,TRB,European_Blackcap/bSylAtr1_alt,20,162905,122.77094011847396
Bird,IGH,European_Blackcap/bSylAtr1_pri,203,91372,2221.687168935779
Bird,IGL,European_Blackcap/bSylAtr1_pri,38,37827,1004.5734528247019
Bird,TRA,European_Blackcap/bSylAtr1_pri,16,87381,183.1061672445955
Bird,TRB,European_Blackcap/bSylAtr1_pri,24,173420,138.39234229039326
Bird,IGH,European_Robin/bEriRub2_alt,84,43005,1953.2612486920125
Bird,IGL,European_Robin/bEriRub2_alt,27,32736,824.7800586510264
Bird,TRA,European_Robin/bEriRub2_alt,33,82360,400.6799417192812
Bird,TRB,European_Robin/bEriRub2_alt,11,69243,158.86082347674133
Bird,IGH,European_Robin/bEriRub2_pri,358,178647,2003.9519275442633
Bird,IGL,European_Robin/bEriRub2_pri,30,40066,748.7645385114562
Bird,TRA,European_Robin/bEriRub2_pri,45,138209,325.5938469998336
Bird,TRB,European_Robin/bEriRub2_pri,11,70105,156.90749589900864
Bird,TRG,European_Robin/bEriRub2_pri,2,53664,37.26893261776983
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,99,42883,2308.60714035865
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,47,46166,1018.065242819391
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,25,108366,230.6996659468837
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,12,84420,142.14641080312722
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,2,11702,170.91095539224062
